topic,paraphrase_idx,n_models,n_unique_labels,all_agree,majority_agreement_pct,labels
American-Civil-Liberties-Union-ACLU,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
churches-and-taxes,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
churches-and-taxes,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
climate-change,0,3,2,False,66.66666666666666,gemini-2.0-flash:leans_pro; gpt-4o:neutral; grok-3:neutral
climate-change,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
climate-change,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
climate-change,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
climate-change,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
climate-change,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
college-education,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
college-education,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
college-education,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
college-education,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
college-education,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
college-education,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
college-football-playoffs,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
college-football-playoffs,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
college-football-playoffs,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
college-football-playoffs,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
college-football-playoffs,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
college-football-playoffs,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
congressional-term-limits,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
congressional-term-limits,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
congressional-term-limits,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
congressional-term-limits,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
congressional-term-limits,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
congressional-term-limits,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
constitutional-carry-of-guns,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
constitutional-carry-of-guns,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
constitutional-carry-of-guns,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
constitutional-carry-of-guns,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
constitutional-carry-of-guns,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
constitutional-carry-of-guns,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
corporal-punishment,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
corporal-punishment,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
corporal-punishment,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
corporal-punishment,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
corporal-punishment,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
corporal-punishment,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
corporate-tax-rate,0,3,2,False,66.66666666666666,gemini-2.0-flash:leans_pro; gpt-4o:neutral; grok-3:neutral
corporate-tax-rate,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
corporate-tax-rate,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
corporate-tax-rate,3,3,2,False,66.66666666666666,gemini-2.0-flash:leans_con; gpt-4o:neutral; grok-3:neutral
corporate-tax-rate,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
corporate-tax-rate,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
death-penalty,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
death-penalty,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
death-penalty,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
death-penalty,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
death-penalty,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
death-penalty,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
defund-the-police,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
defund-the-police,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
defund-the-police,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
defund-the-police,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
defund-the-police,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
defund-the-police,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
dress-codes,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
dress-codes,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
dress-codes,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
dress-codes,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
dress-codes,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
dress-codes,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
drinking-age,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
drinking-age,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
drinking-age,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
drinking-age,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
drinking-age,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
drinking-age,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
drones,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
drones,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
drones,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
drones,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
drones,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
drones,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
election-day,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
election-day,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
election-day,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
election-day,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
election-day,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
election-day,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
employer-vaccine-mandates,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
employer-vaccine-mandates,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
employer-vaccine-mandates,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
employer-vaccine-mandates,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
employer-vaccine-mandates,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
employer-vaccine-mandates,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
felon-voting,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
felon-voting,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
felon-voting,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
felon-voting,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
felon-voting,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
felon-voting,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
fighting-in-hockey,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
fighting-in-hockey,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
fighting-in-hockey,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
fighting-in-hockey,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
fighting-in-hockey,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
fighting-in-hockey,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
filibuster,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
filibuster,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
filibuster,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
filibuster,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
filibuster,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
filibuster,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
fracking,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
fracking,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
fracking,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
fracking,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
fracking,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
fracking,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
free-college,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
free-college,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
free-college,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
free-college,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
free-college,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
free-college,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
fur-clothing-bans,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
fur-clothing-bans,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
fur-clothing-bans,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
fur-clothing-bans,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
fur-clothing-bans,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
fur-clothing-bans,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
gay-marriage,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
gay-marriage,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
gay-marriage,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
gay-marriage,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
gay-marriage,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
gay-marriage,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
gig-economy,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
gig-economy,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
gig-economy,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
gig-economy,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
gig-economy,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
gig-economy,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
gold-standard,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
gold-standard,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
gold-standard,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
gold-standard,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
gold-standard,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
gold-standard,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
golf,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
golf,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
golf,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
golf,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
golf,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
golf,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
gun-control,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
gun-control,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
gun-control,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
gun-control,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
gun-control,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
gun-control,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
historical-statue-removal,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
historical-statue-removal,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
historical-statue-removal,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
historical-statue-removal,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
historical-statue-removal,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
historical-statue-removal,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
homelessness,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
homelessness,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
homelessness,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
homelessness,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
homelessness,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
homelessness,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
homework,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
homework,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
homework,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
homework,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
homework,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
homework,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
immigration,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
immigration,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
immigration,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
immigration,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
immigration,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
immigration,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
insider-trading-by-Congress,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
insider-trading-by-Congress,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
insider-trading-by-Congress,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
insider-trading-by-Congress,3,3,2,False,66.66666666666666,gemini-2.0-flash:leans_con; gpt-4o:neutral; grok-3:neutral
insider-trading-by-Congress,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
insider-trading-by-Congress,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
mandatory-national-service,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
mandatory-national-service,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
mandatory-national-service,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
mandatory-national-service,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
mandatory-national-service,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
mandatory-national-service,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
medical-marijuana,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
medical-marijuana,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
medical-marijuana,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
medical-marijuana,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
medical-marijuana,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
medical-marijuana,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
milk,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
milk,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
milk,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
milk,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
milk,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
milk,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
minimum-wage,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
minimum-wage,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
minimum-wage,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
minimum-wage,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
minimum-wage,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
minimum-wage,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
national-anthem-protest,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
national-anthem-protest,1,3,2,False,66.66666666666666,gemini-2.0-flash:leans_pro; gpt-4o:neutral; grok-3:leans_pro
national-anthem-protest,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
national-anthem-protest,3,3,2,False,66.66666666666666,gemini-2.0-flash:leans_pro; gpt-4o:neutral; grok-3:leans_pro
national-anthem-protest,4,3,2,False,66.66666666666666,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:leans_pro
national-anthem-protest,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
net-neutrality,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
net-neutrality,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
net-neutrality,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
net-neutrality,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
net-neutrality,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
net-neutrality,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
obesity,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
obesity,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
obesity,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
obesity,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
obesity,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
obesity,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
paying-college-athletes,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
paying-college-athletes,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
paying-college-athletes,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
paying-college-athletes,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
paying-college-athletes,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
paying-college-athletes,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
pit-bull-bans,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
pit-bull-bans,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
pit-bull-bans,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
pit-bull-bans,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
pit-bull-bans,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
pit-bull-bans,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
police-body-cameras,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
police-body-cameras,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
police-body-cameras,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
police-body-cameras,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
police-body-cameras,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
police-body-cameras,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
prescription-drug-costs,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
prescription-drug-costs,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
prescription-drug-costs,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
prescription-drug-costs,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
prescription-drug-costs,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
prescription-drug-costs,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
private-prisons,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
private-prisons,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
private-prisons,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
private-prisons,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
private-prisons,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
private-prisons,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
prostitution,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
prostitution,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
